record_id,data_date,category,subtype,brand,series,model,model_code,alias,condition,price,unit,note,origin,source_image,source_path,verified,confidence,verification
20260831-7f018b7e06e374cc4c60-01,2026-08-31,手机,device,中兴,点数系列,602,,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-53ab0855c5262162925b-01,2026-08-31,手机,device,中兴,点数系列,602,,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-8cd1679c72c1141e6028-01,2026-08-31,手机,device,中兴,点数系列,602,,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-21bfe9621e60b59450b3-01,2026-08-31,手机,device,中兴,点数系列,C2016,,,开机屏好,65,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-760f4c945a08311ecf64-01,2026-08-31,手机,device,中兴,点数系列,C2016,,,开机屏坏,65,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-4daa75820f7cdc5891a0-01,2026-08-31,手机,device,中兴,点数系列,C2016,,,不开机,65,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-c22b282b2d85d460b54b-01,2026-08-31,手机,device,中兴,点数系列,C2016,,,废板-整机,65,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-c2f527d03a09c9599b74-01,2026-08-31,手机,device,中兴,点数系列,616,,,开机屏好,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-a8272104ed19e736107f-01,2026-08-31,手机,device,中兴,点数系列,616,,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-81e91ddeb71eb812beb8-01,2026-08-31,手机,device,中兴,点数系列,616,,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-ef2e312412a56454ccaa-01,2026-08-31,手机,device,中兴,点数系列,616,,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-34bc30e348d96696138e-01,2026-08-31,手机,device,中兴,点数系列,C880,,,开机屏好,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-a9d622d612ccacd50147-01,2026-08-31,手机,device,中兴,点数系列,C880,,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-9094c9d95e047f8827d6-01,2026-08-31,手机,device,中兴,点数系列,C880,,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-e1dea106a0bf6a76f2f5-01,2026-08-31,手机,device,中兴,点数系列,C880,,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-734c1519f17535639aa3-01,2026-08-31,手机,device,中兴,点数系列,S2014,,,开机屏好,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-b6f364b889ac04e0a6a8-01,2026-08-31,手机,device,中兴,点数系列,S2014,,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-b63620e5281c876c9f63-01,2026-08-31,手机,device,中兴,点数系列,S2014,,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-7714b34f79a6ac19a44e-01,2026-08-31,手机,device,中兴,点数系列,S2014,,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-ceb48aa4b7568d1c1f7b-01,2026-08-31,手机,device,中兴,点数系列,Q7,,,开机屏好,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-a87abc319eade13b22b2-01,2026-08-31,手机,device,中兴,点数系列,Q7,,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-92146307d57ac82c7a26-01,2026-08-31,手机,device,中兴,点数系列,Q7,,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-9497bfb8201cdf31db18-01,2026-08-31,手机,device,中兴,点数系列,Q7,,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-2be0291c79807efaeaaf-01,2026-08-31,手机,device,中兴,点数系列,Q5,,,开机屏好,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-cb05ee98ad7125e07c8b-01,2026-08-31,手机,device,中兴,点数系列,Q5,,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-7aebff995c3db970d228-01,2026-08-31,手机,device,中兴,点数系列,Q5,,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-416d5ca948a17a87b266-01,2026-08-31,手机,device,中兴,点数系列,Q5,,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-80cf44df31c24720799d-01,2026-08-31,手机,device,中兴,点数系列,清漾,,,开机屏好,18,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-febde560fd0efe75fb9f-01,2026-08-31,手机,device,中兴,点数系列,清漾,,,开机屏坏,18,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-b3e7385abc1c44024521-01,2026-08-31,手机,device,中兴,点数系列,清漾,,,不开机,18,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-c50c89b6ad23802df607-01,2026-08-31,手机,device,中兴,点数系列,清漾,,,废板-整机,18,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-a5ad11ab3f0320eea91f-01,2026-08-31,手机,device,中兴,点数系列,958st(2+16),,,开机屏好,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-25959ecee71a6b30909a-01,2026-08-31,手机,device,中兴,点数系列,958st(2+16),,,开机屏坏,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-73fcf670ac2f515ceb38-01,2026-08-31,手机,device,中兴,点数系列,958st(2+16),,,不开机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-1798be726b80579d333c-01,2026-08-31,手机,device,中兴,点数系列,958st(2+16),,,废板-整机,20,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
20260831-e5a6c8f0c3ce623c011d-01,2026-08-31,手机,device,中兴,点数系列,928dt,,,开机屏好,10,元/台,,image,中兴.jpg,数码网报价单-0831更新/手机相关/中兴.jpg,1,0.98,visual_legacy_crosscheck
